id,date,amount,card,id_merchant
2295,21-02-2018 20:40,5.2,4.96292E+18,30
1213,21-02-2018 22:24,10.07,5.84227E+11,68
1137,21-02-2018 23:56,10.67,3.56195E+15,77
1324,22-02-2018 01:15,12.35,3.51711E+15,122
2214,22-02-2018 05:56,3.54,4.2791E+18,82
2952,22-02-2018 06:40,19.58,3.56107E+15,121
1818,22-02-2018 07:59,11.64,3.58135E+15,41
520,22-02-2018 17:56,7.34,1.80099E+14,146
623,22-02-2018 17:59,0.93,4.6819E+12,93
1483,22-02-2018 22:15,11.11,4.27647E+12,132
3447,23-02-2018 00:41,3.12,5.5706E+15,10
3396,23-02-2018 10:13,1.26,4.31965E+12,26
3431,23-02-2018 10:46,2.48,3.56195E+15,112
714,23-02-2018 12:26,2.63,4.31965E+12,44
312,23-02-2018 13:04,6.96,4.86676E+18,23
1929,23-02-2018 13:05,4.08,4.64401E+18,78
850,23-02-2018 14:39,0.73,4.53999E+15,68
1141,23-02-2018 18:49,11.01,3.72415E+14,22
2596,23-02-2018 18:53,17.17,4.15072E+15,51
1939,23-02-2018 20:00,3.26,5.17595E+15,50
3204,24-02-2018 00:03,16.59,4.83448E+15,64
624,24-02-2018 02:18,1.13,5.0188E+11,145
1298,24-02-2018 04:59,11.36,4.2791E+18,45
666,24-02-2018 07:59,2.9,5.5706E+15,139
2227,24-02-2018 11:53,1.13,5.03843E+11,134
1533,24-02-2018 13:57,10.18,5.01809E+11,124
605,24-02-2018 14:48,3.4,4.7432E+18,102
974,24-02-2018 19:19,10.16,4.2791E+18,2
630,24-02-2018 19:20,3.92,4.15072E+15,82
1309,25-02-2018 00:52,12.07,5.29719E+15,85
1945,25-02-2018 01:59,3.83,5.29719E+15,25
3370,25-02-2018 02:33,2.7,4.26849E+15,37
1356,25-02-2018 07:37,11.68,5.13584E+15,107
3007,25-02-2018 07:55,18.14,3.53565E+15,43
3100,25-02-2018 08:23,15.1,4.83448E+15,138
3371,25-02-2018 08:52,2.55,3.56107E+15,20
3154,25-02-2018 09:36,18.32,4.53999E+15,75
2547,25-02-2018 10:00,18.03,4.16531E+18,61
1760,25-02-2018 11:23,10.49,3.51711E+15,127
2112,25-02-2018 13:40,2.92,3.00633E+13,43
2559,25-02-2018 16:09,14.91,4.18816E+15,58
2631,25-02-2018 16:54,18.53,4.16531E+18,91
3400,25-02-2018 17:30,2.85,4.7432E+18,113
708,26-02-2018 01:52,1.01,6.75911E+11,81
1272,26-02-2018 03:00,10.35,5.29719E+15,87
3349,26-02-2018 03:29,2.14,4.27647E+12,119
2402,26-02-2018 03:56,2.38,3.51711E+15,81
492,26-02-2018 07:25,7.23,3.76028E+14,66
2842,26-02-2018 07:31,13.46,4.58696E+18,21
3207,26-02-2018 09:57,17.87,4.72378E+18,4
1796,26-02-2018 10:39,10.21,3.56195E+15,52
52,27-02-2018 00:02,7.11,3.76028E+14,88
3008,27-02-2018 01:20,19.67,4.26849E+15,95
17,27-02-2018 05:09,6.35,4.64401E+18,2
2003,27-02-2018 06:33,5.3,5.03843E+11,102
2836,27-02-2018 08:27,18.52,6.75911E+11,6
5,27-02-2018 09:20,6.03,4.15072E+15,18
144,27-02-2018 12:53,11.36,5.01809E+11,136
1842,27-02-2018 15:27,1145,3.58135E+15,33
924,28-02-2018 00:50,10.21,3.51711E+15,56
751,28-02-2018 02:06,0.91,3.72415E+14,79
625,28-02-2018 04:36,1.41,3.53565E+15,101
138,28-02-2018 09:00,6.16,4.53999E+15,2
2183,28-02-2018 09:13,2.59,4.96292E+18,139
3394,28-02-2018 13:56,1.18,3.72415E+14,28
1216,01-03-2018 03:52,11.34,5.50071E+15,126
2424,01-03-2018 10:05,4.47,2.13194E+14,148
455,01-03-2018 15:32,10.46,5.5706E+15,120
223,01-03-2018 18:42,6.13,5.0188E+11,22
2644,01-03-2018 20:03,15.53,3.5822E+15,39
1005,01-03-2018 21:29,1119,3.00783E+13,19
2572,01-03-2018 23:00,12.65,5.36178E+15,135
433,01-03-2018 23:17,9.26,5.50071E+15,121
2799,01-03-2018 23:38,20.22,4.02791E+15,72
2321,02-03-2018 02:48,3.12,6.01199E+15,127
101,02-03-2018 03:35,4.4,3.00783E+13,111
2277,02-03-2018 06:42,1.49,5.0188E+11,126
1791,02-03-2018 09:24,10.56,4.83448E+15,124
2325,02-03-2018 11:05,1.92,2.13194E+14,44
3336,02-03-2018 11:42,1.37,5.13584E+15,63
366,02-03-2018 12:56,6.25,2.13194E+14,67
3001,02-03-2018 12:57,16.54,5.29719E+15,31
2232,02-03-2018 13:14,1.1,3.00633E+13,76
1315,02-03-2018 17:30,10.19,5.29719E+15,68
547,02-03-2018 17:44,2.05,5.84227E+11,19
992,02-03-2018 18:37,10.02,5.50071E+15,88
3118,02-03-2018 18:53,15.95,3.00783E+13,72
3420,02-03-2018 19:34,1.77,4.71177E+15,23
1397,02-03-2018 19:40,10.06,6.01199E+15,19
1150,02-03-2018 23:23,12.42,4.31965E+12,65
251,03-03-2018 02:05,3.49,3.51711E+15,88
3357,03-03-2018 02:17,2.85,3.0143E+13,138
2524,03-03-2018 05:07,18.03,1.80099E+14,111
3238,03-03-2018 08:42,19.5,4.6819E+12,23
2394,03-03-2018 11:05,5.34,4.26849E+15,1
667,03-03-2018 11:08,3.69,5.36178E+15,126
3319,03-03-2018 13:04,18.44,4.27647E+12,90
1835,03-03-2018 14:02,10.28,3.00783E+13,37
1663,03-03-2018 14:14,11.32,3.0143E+13,84
3090,03-03-2018 18:45,17.94,4.498E+12,130
1342,04-03-2018 00:52,10.85,4.83448E+15,48
3136,04-03-2018 03:56,15.4,4.74104E+12,67
2413,04-03-2018 04:38,2.02,4.26849E+15,12
622,04-03-2018 06:20,3.07,5.50071E+15,81
332,04-03-2018 07:04,2.23,5.13584E+15,48
420,04-03-2018 10:13,4.53,2.13194E+14,116
2155,04-03-2018 12:58,1.94,5.84227E+11,117
70,04-03-2018 13:32,5.7,3.0182E+13,150
2789,04-03-2018 15:50,1534,3.0182E+13,118
827,04-03-2018 17:41,2.98,5.50071E+15,141
787,04-03-2018 19:14,3.42,5.17595E+15,129
1494,04-03-2018 20:41,12.29,4.15984E+18,99
610,04-03-2018 20:48,1.13,3.76028E+14,109
1211,04-03-2018 22:35,11.32,4.64401E+18,100
2050,04-03-2018 23:28,3.64,5.84227E+11,79
3025,05-03-2018 00:15,15.73,5.84227E+11,31
304,05-03-2018 05:48,5.98,4.7432E+18,75
2464,05-03-2018 06:18,15.48,4.6819E+12,85
2246,05-03-2018 06:58,2.05,4.53999E+15,116
2486,05-03-2018 07:34,16.58,4.31965E+12,135
2451,05-03-2018 08:26,1617,5.5706E+15,4
2928,05-03-2018 10:19,19.69,4.27647E+12,139
508,05-03-2018 11:06,5.01,3.00633E+13,51
580,05-03-2018 11:39,3.19,4.26369E+15,111
3403,05-03-2018 12:32,1.68,4.26849E+15,43
2327,05-03-2018 14:58,4.54,4.15072E+15,39
2856,05-03-2018 15:43,17.06,4.86676E+18,142
2172,06-03-2018 02:12,3.83,4.53999E+15,120
1448,06-03-2018 03:48,10.94,4.18816E+15,66
219,06-03-2018 04:01,4.1,4.86676E+18,127
2005,06-03-2018 05:30,5.57,3.56107E+15,37
2840,06-03-2018 07:18,1334,4.31965E+12,87
2602,06-03-2018 11:34,17.3,6.50024E+15,66
438,06-03-2018 12:39,5.62,3.53565E+15,46
2750,06-03-2018 13:24,18.8,4.18816E+15,132
1903,06-03-2018 16:09,10.82,3.4412E+14,65
1030,06-03-2018 20:15,12.6,4.2791E+18,59
1611,07-03-2018 00:05,12.92,3.4412E+14,126
2911,07-03-2018 02:46,15.55,5.03843E+11,77
1773,07-03-2018 02:52,10.92,5.03843E+11,54
185,07-03-2018 03:03,6.46,5.50071E+15,118
2368,07-03-2018 04:00,1.41,1.80099E+14,50
1918,07-03-2018 05:49,12.91,4.71177E+15,140
353,07-03-2018 09:22,3.97,4.15984E+18,146
746,07-03-2018 16:45,2.88,4.31965E+12,84
283,07-03-2018 17:14,4.77,4.26849E+15,101
2027,07-03-2018 18:43,1.26,3.56195E+15,115
1276,07-03-2018 19:07,10.18,4.498E+12,117
1133,07-03-2018 19:14,10.37,4.498E+12,45
1406,07-03-2018 22:35,11.16,5.0188E+11,117
2013,08-03-2018 00:32,4.89,6.50024E+15,114
1023,08-03-2018 04:08,10.21,5.0188E+11,32
3428,08-03-2018 07:46,1.37,5.17595E+15,48
1771,08-03-2018 09:02,10.84,4.71177E+15,61
1999,08-03-2018 09:47,2.99,5.29719E+15,110
73,08-03-2018 15:38,8.19,4.02791E+15,118
1582,08-03-2018 16:31,11.22,4.16531E+18,134
641,08-03-2018 17:36,3.23,5.03843E+11,150
2239,08-03-2018 18:56,1.32,4.58696E+18,44
2573,08-03-2018 20:11,20.71,3.00633E+13,19
2620,08-03-2018 20:28,18.21,4.58696E+18,101
3097,09-03-2018 00:13,18.11,6.01199E+15,70
2030,09-03-2018 00:31,3.63,3.51711E+15,5
2226,09-03-2018 02:18,3.67,4.6819E+12,85
2117,09-03-2018 03:31,5.02,4.50641E+15,66
2205,09-03-2018 03:59,2.04,3.72415E+14,108
38,09-03-2018 04:51,389,3.58135E+15,76
1866,09-03-2018 05:28,11.77,4.02791E+15,126
3176,09-03-2018 05:47,12.15,3.4412E+14,99
2449,09-03-2018 11:21,5.45,3.0143E+13,117
3197,09-03-2018 11:41,15.72,5.01809E+11,68
463,09-03-2018 12:18,8.63,4.74104E+12,28
995,09-03-2018 13:47,10.18,4.50641E+15,103
1032,09-03-2018 13:55,10.72,3.00783E+13,26
2609,09-03-2018 14:53,16.07,3.51711E+15,117
1429,09-03-2018 14:55,10.54,4.83448E+15,60
1149,09-03-2018 16:30,10.92,4.96292E+18,65
2822,09-03-2018 23:28,16.38,2.13194E+14,38
1366,09-03-2018 23:41,11.7,3.56195E+15,2
290,10-03-2018 00:20,8.15,5.5706E+15,44
269,10-03-2018 00:47,8.45,4.58696E+18,5
472,10-03-2018 02:22,5.09,4.15984E+18,135
1699,10-03-2018 03:53,10.86,3.0182E+13,97
586,10-03-2018 05:41,1.68,5.17595E+15,69
373,10-03-2018 06:05,4.69,4.15984E+18,92
929,10-03-2018 08:52,13.53,6.75911E+11,109
2270,10-03-2018 13:05,4.65,3.00633E+13,130
201,10-03-2018 13:26,6.79,4.498E+12,115
2323,10-03-2018 19:52,4.13,6.75911E+11,64
575,10-03-2018 23:00,0.76,3.51711E+15,2
2863,10-03-2018 23:42,18.88,4.27647E+12,14
3081,11-03-2018 00:57,18.36,5.5706E+15,48
960,11-03-2018 03:59,10.78,2.13194E+14,98
1646,11-03-2018 04:02,10.13,5.36178E+15,145
1036,11-03-2018 04:40,12.67,4.96292E+18,9
1203,11-03-2018 09:33,10.08,4.86676E+18,34
1467,11-03-2018 11:44,10.2,3.51711E+15,49
925,11-03-2018 15:47,10.79,1.80099E+14,142
418,11-03-2018 17:34,7.19,5.5706E+15,109
3267,11-03-2018 19:37,13.57,4.31965E+12,70
1263,11-03-2018 21:52,10.4,4.27647E+12,39
3438,11-03-2018 22:09,3.35,3.00633E+13,78
3268,11-03-2018 22:39,18.05,3.53565E+15,38
2610,12-03-2018 00:44,1530,5.0188E+11,20
1566,12-03-2018 01:00,10.1,3.72415E+14,89
2682,12-03-2018 04:06,15.13,5.36178E+15,143
2081,12-03-2018 05:07,3.79,6.75911E+11,77
2749,12-03-2018 05:29,22.49,6.01199E+15,147
1242,12-03-2018 06:01,10.69,4.27647E+12,73
3273,12-03-2018 06:23,17.37,6.50024E+15,50
1194,12-03-2018 08:57,11.55,5.17595E+15,88
2021,12-03-2018 09:08,1.65,3.72415E+14,13
2990,12-03-2018 13:06,20.53,4.71177E+15,42
3314,12-03-2018 14:09,20.52,5.13584E+15,135
2009,12-03-2018 17:16,3.08,3.72415E+14,76
1785,12-03-2018 19:29,10.14,2.13194E+14,143
807,12-03-2018 20:04,2.41,1.80099E+14,60
3368,12-03-2018 21:31,1.62,5.01809E+11,70
1470,12-03-2018 22:14,10.84,4.15072E+15,21
2287,13-03-2018 01:03,2.69,3.76028E+14,98
731,13-03-2018 03:50,2.97,3.51711E+15,144
966,13-03-2018 10:35,10,5.50071E+15,63
2358,13-03-2018 11:42,1.88,4.72378E+18,28
2615,13-03-2018 18:40,15.06,2.13194E+14,119
1064,13-03-2018 20:05,10.46,3.4412E+14,5
3413,13-03-2018 22:45,2.76,4.58696E+18,83
1576,14-03-2018 13:39,11.33,4.76105E+18,143
2254,14-03-2018 16:12,5.16,4.72378E+18,128
3383,14-03-2018 16:32,3.1,4.74104E+12,75
999,14-03-2018 18:42,10.39,5.17595E+15,107
1864,14-03-2018 20:45,11.79,3.0182E+13,13
2790,14-03-2018 21:33,18.35,5.01809E+11,102
1573,14-03-2018 22:20,10.02,6.01199E+15,18
33,14-03-2018 23:24,7.22,4.26849E+15,142
1503,15-03-2018 01:47,10.18,5.84227E+11,128
164,15-03-2018 03:52,3.64,4.6819E+12,106
2018,15-03-2018 06:35,4.09,4.26849E+15,126
2883,15-03-2018 06:41,15.24,6.75911E+11,33
1258,15-03-2018 07:30,11.12,2.13194E+14,87
2532,15-03-2018 10:11,18.01,4.96292E+18,134
926,15-03-2018 13:06,10.9,6.01199E+15,141
2410,15-03-2018 18:24,3.2,4.15984E+18,126
2293,16-03-2018 01:07,2.29,4.50641E+15,104
2388,16-03-2018 02:04,4.2,3.72415E+14,54
271,16-03-2018 04:29,3.02,4.96292E+18,10
653,16-03-2018 04:32,2.7,4.18816E+15,113
235,16-03-2018 05:07,6.45,4.6819E+12,74
2090,16-03-2018 06:18,2.57,4.2791E+18,147
2297,16-03-2018 10:19,1.97,3.76028E+14,87
1769,16-03-2018 13:00,10.09,3.00783E+13,68
62,16-03-2018 16:57,5.59,4.27647E+12,24
361,16-03-2018 21:30,9.72,5.5706E+15,98
2236,16-03-2018 21:38,4.09,5.17595E+15,40
141,17-03-2018 00:58,2.73,4.18816E+15,34
826,17-03-2018 01:16,3.14,4.6819E+12,120
1255,17-03-2018 08:07,10.36,3.0143E+13,44
1958,17-03-2018 10:10,3.45,4.74104E+12,93
2136,17-03-2018 14:17,5.33,3.53565E+15,28
2679,17-03-2018 16:30,17.59,5.17595E+15,145
2062,17-03-2018 16:30,5.22,2.13194E+14,8
2053,17-03-2018 18:22,2.56,4.31965E+12,77
1433,17-03-2018 21:08,13.27,4.76105E+18,76
1013,17-03-2018 21:41,12.21,4.71177E+15,134
1390,18-03-2018 01:20,12.13,6.50024E+15,4
1911,18-03-2018 07:23,10.47,5.03843E+11,51
1972,18-03-2018 11:51,4.07,5.0188E+11,24
2684,18-03-2018 12:29,18.28,3.72415E+14,89
1225,18-03-2018 14:23,10.49,4.72378E+18,27
2335,18-03-2018 17:59,3.09,4.15072E+15,51
1074,18-03-2018 18:55,11.22,4.86676E+18,79
3156,18-03-2018 19:02,18.27,4.27647E+12,76
83,18-03-2018 19:05,2.94,6.01199E+15,97
3429,18-03-2018 20:00,1.56,5.36178E+15,71
2487,18-03-2018 21:22,16.72,4.74104E+12,50
3189,18-03-2018 22:43,20.38,4.2791E+18,56
2223,18-03-2018 23:29,1.56,4.71177E+15,133
1532,19-03-2018 05:14,10.17,5.29719E+15,32
747,19-03-2018 05:53,0.92,3.4412E+14,47
157,19-03-2018 08:40,10.26,3.76028E+14,33
2899,19-03-2018 16:35,14.85,4.15984E+18,125
2811,19-03-2018 19:55,18.84,5.03843E+11,34
2519,19-03-2018 21:18,15.28,4.83448E+15,20
1175,19-03-2018 22:03,11.17,5.50071E+15,91
1063,19-03-2018 22:28,10.31,3.51711E+15,56
2877,19-03-2018 22:56,15,5.50071E+15,21
1568,19-03-2018 23:50,11.05,4.2791E+18,36
3266,20-03-2018 02:31,18.14,4.498E+12,52
2535,20-03-2018 05:05,17,1.80099E+14,6
1518,20-03-2018 06:01,10.15,6.75911E+11,117
3410,20-03-2018 08:58,2.06,4.27647E+12,130
236,20-03-2018 10:19,852,5.0188E+11,35
916,20-03-2018 12:58,12.16,4.72378E+18,109
1821,20-03-2018 13:05,1011,3.0143E+13,141
3003,20-03-2018 15:18,18.41,5.36178E+15,139
1127,20-03-2018 15:47,11.54,4.50641E+15,53
3407,20-03-2018 17:15,1.64,4.86676E+18,60
2056,21-03-2018 01:10,3.2,4.71177E+15,100
1207,21-03-2018 04:04,10.54,3.51695E+15,107
552,21-03-2018 08:07,1.77,5.5706E+15,51
2966,21-03-2018 10:17,18.18,5.01809E+11,79
2707,21-03-2018 14:26,16.19,1.80099E+14,12
1905,21-03-2018 16:22,11.7,5.03843E+11,12
79,21-03-2018 17:16,7.24,4.6819E+12,137
2502,21-03-2018 18:06,16.71,4.74104E+12,90
2985,21-03-2018 20:15,16.3,4.64401E+18,124
2916,21-03-2018 21:49,15.95,4.26849E+15,145
107,22-03-2018 00:52,5.39,4.64401E+18,138
1971,22-03-2018 08:20,4.98,4.16531E+18,49
288,22-03-2018 10:13,6.82,4.86676E+18,112
1344,22-03-2018 10:34,10.45,3.56195E+15,33
2853,22-03-2018 11:56,18.3,3.51711E+15,35
1407,22-03-2018 13:13,11.2,4.7432E+18,76
601,22-03-2018 13:35,2.3,4.6819E+12,55
3188,22-03-2018 14:16,13.88,3.00633E+13,19
945,22-03-2018 23:42,11.36,6.01199E+15,59
694,23-03-2018 07:13,1.46,3.76028E+14,121
541,23-03-2018 07:49,2.79,3.76028E+14,41
2907,23-03-2018 09:31,14.26,5.03843E+11,43
1161,23-03-2018 12:13,11.46,4.6819E+12,99
1886,23-03-2018 15:04,10.45,2.13194E+14,120
2849,23-03-2018 17:23,18.88,5.13584E+15,136
2292,23-03-2018 18:20,3.41,3.00783E+13,8
3379,24-03-2018 00:51,3.08,4.7432E+18,87
2965,24-03-2018 01:13,15.83,5.13584E+15,133
950,24-03-2018 02:22,11.11,4.76105E+18,137
1474,24-03-2018 04:51,10.04,4.6819E+12,149
1587,24-03-2018 09:19,12.34,5.50071E+15,42
1804,24-03-2018 11:29,11.94,3.56107E+15,80
1709,24-03-2018 12:10,10.14,4.74104E+12,114
3104,24-03-2018 13:54,18.64,4.72378E+18,14
1375,24-03-2018 14:58,10.91,6.50024E+15,104
2626,24-03-2018 17:21,18.1,5.5706E+15,64
3485,24-03-2018 18:16,1.81,4.02791E+15,119
1297,24-03-2018 22:30,10.15,6.01199E+15,83
1784,24-03-2018 22:45,10.78,1.80099E+14,44
2548,25-03-2018 00:54,15.48,5.36178E+15,107
27,25-03-2018 05:17,6.7,4.58696E+18,95
46,25-03-2018 08:27,5.17,3.00783E+13,19
1116,25-03-2018 12:33,11.05,3.76028E+14,89
2037,25-03-2018 13:07,2.62,4.18816E+15,65
2648,25-03-2018 13:31,19.6,3.4412E+14,93
1922,25-03-2018 15:00,12.27,4.71177E+15,108
1118,25-03-2018 15:27,11.38,5.36178E+15,139
1317,25-03-2018 17:32,11.37,4.50641E+15,36
1993,25-03-2018 19:05,4.57,3.56195E+15,137
566,26-03-2018 02:44,3.11,4.50641E+15,60
2385,26-03-2018 05:08,4.43,4.26369E+15,97
1620,26-03-2018 07:41,1009,3.0182E+13,111
2895,26-03-2018 08:08,19.34,5.50071E+15,96
204,26-03-2018 08:14,6.2,5.01809E+11,45
529,26-03-2018 12:28,2.16,3.76028E+14,53
1447,26-03-2018 18:39,10.27,4.83448E+15,16
2139,26-03-2018 22:58,2.85,4.96292E+18,75
951,27-03-2018 02:40,13.77,4.26369E+15,48
766,27-03-2018 07:04,0.78,4.26849E+15,48
1215,27-03-2018 12:20,11.01,3.00783E+13,95
2865,27-03-2018 17:52,17.38,3.0143E+13,43
2453,27-03-2018 18:10,15.79,5.29719E+15,30
583,27-03-2018 19:33,2.55,5.50071E+15,23
1936,27-03-2018 21:24,4.39,4.16531E+18,92
1989,28-03-2018 04:11,3.05,5.29719E+15,70
2953,28-03-2018 05:30,19.55,3.0143E+13,23
2570,28-03-2018 07:36,16.36,4.16531E+18,67
3405,28-03-2018 11:15,2.45,4.15984E+18,24
1711,28-03-2018 13:00,11.63,3.56107E+15,35
2792,28-03-2018 14:44,18.68,3.0143E+13,149
3151,28-03-2018 14:52,16.68,4.53999E+15,119
2496,28-03-2018 19:25,14.22,4.15072E+15,46
1810,28-03-2018 23:13,10.92,3.51711E+15,82
1387,28-03-2018 23:56,10.46,4.96292E+18,26
3347,29-03-2018 00:33,1.41,5.84227E+11,2
478,29-03-2018 06:38,5.39,5.36178E+15,3
154,29-03-2018 11:42,6.57,3.58135E+15,150
2642,29-03-2018 13:21,16.07,4.71177E+15,74
576,29-03-2018 14:43,1.46,4.27647E+12,138
1734,29-03-2018 17:18,10.59,4.71177E+15,83
3364,29-03-2018 18:31,3.21,3.76028E+14,149
752,29-03-2018 18:33,2.53,3.4412E+14,21
2495,29-03-2018 20:01,18.62,4.86676E+18,11
1974,30-03-2018 05:38,4.91,4.15984E+18,18
400,30-03-2018 06:01,7.55,4.02791E+15,59
1862,30-03-2018 08:12,12.96,4.26849E+15,103
1537,30-03-2018 08:28,10.53,4.18816E+15,13
457,30-03-2018 12:57,6.27,4.15984E+18,33
3106,30-03-2018 15:39,19.87,5.01809E+11,33
817,30-03-2018 16:04,1.52,4.7432E+18,104
1153,30-03-2018 17:01,10.58,4.76105E+18,3
2220,30-03-2018 17:36,1.26,3.51711E+15,61
2743,30-03-2018 18:46,17.2,5.03843E+11,138
507,30-03-2018 21:04,3.08,4.498E+12,80
274,30-03-2018 22:54,6.43,4.26849E+15,126
1145,30-03-2018 23:00,10.79,4.72378E+18,135
1072,31-03-2018 00:50,11.53,3.51711E+15,139
1271,31-03-2018 03:26,10.46,4.71177E+15,53
3042,31-03-2018 04:35,16.53,5.5706E+15,90
2941,31-03-2018 06:08,14.21,4.27647E+12,87
2435,31-03-2018 08:48,3.65,5.36178E+15,129
2897,31-03-2018 09:18,13.98,5.17595E+15,75
2653,31-03-2018 12:54,18.59,4.7432E+18,109
909,31-03-2018 16:18,11.41,4.7432E+18,30
3335,31-03-2018 17:56,2.35,3.0182E+13,111
3235,31-03-2018 20:12,21.04,3.72415E+14,103
390,31-03-2018 21:50,4.22,4.96292E+18,24
179,31-03-2018 22:41,6.82,3.0143E+13,92
1934,31-03-2018 23:13,1.56,3.4412E+14,142
739,01-04-2018 01:48,1.71,3.00783E+13,19
774,01-04-2018 07:17,100,4.31965E+12,111
2332,01-04-2018 11:54,1.08,6.75911E+11,140
1177,01-04-2018 13:53,14.36,2.13194E+14,40
2669,01-04-2018 15:55,18.67,5.5706E+15,82
1402,01-04-2018 17:19,10.81,4.64401E+18,123
2419,01-04-2018 19:06,1.29,3.5822E+15,54
2564,01-04-2018 19:59,17.75,4.71177E+15,83
1930,01-04-2018 20:08,4.18,4.6819E+12,136
2124,01-04-2018 21:08,2.62,4.31965E+12,82
294,02-04-2018 01:50,7.08,3.72415E+14,138
902,02-04-2018 14:52,11.24,4.53999E+15,42
2616,02-04-2018 18:34,17.15,3.72415E+14,80
1806,02-04-2018 22:19,11.15,4.64401E+18,26
386,03-04-2018 01:38,5.08,4.15072E+15,8
1359,03-04-2018 03:23,1077,3.4412E+14,100
1314,04-04-2018 00:47,10.28,3.56195E+15,38
955,04-04-2018 01:34,10.29,5.36178E+15,145
518,04-04-2018 06:41,6.07,3.00783E+13,122
1107,04-04-2018 10:11,10.56,4.15072E+15,102
2466,04-04-2018 12:57,16.61,4.72378E+18,53
2471,05-04-2018 01:29,16.22,4.7432E+18,124
592,05-04-2018 02:07,2.04,3.5822E+15,4
2529,05-04-2018 04:38,13.83,6.01199E+15,57
3195,05-04-2018 06:19,17.54,3.76028E+14,134
460,05-04-2018 12:46,5.53,4.26849E+15,128
2624,05-04-2018 19:52,14.39,3.0182E+13,93
1604,05-04-2018 22:50,11.37,1.80099E+14,92
3228,06-04-2018 00:53,15.8,4.26849E+15,26
2225,06-04-2018 02:30,1.44,4.26369E+15,72
2689,06-04-2018 02:42,13.57,5.13584E+15,60
629,06-04-2018 13:03,1.43,3.56195E+15,118
2042,06-04-2018 13:45,1.59,5.84227E+11,141
3495,06-04-2018 14:08,2.94,4.7432E+18,80
861,06-04-2018 16:57,1.02,1.80099E+14,50
2809,06-04-2018 17:25,15.32,4.58696E+18,135
2366,06-04-2018 17:48,1.78,4.18816E+15,56
2137,06-04-2018 19:58,4.44,3.76028E+14,34
2771,07-04-2018 04:37,15.11,5.36178E+15,142
3053,07-04-2018 07:18,14.8,5.29719E+15,23
3412,07-04-2018 08:18,2.58,5.03843E+11,120
338,07-04-2018 09:06,3.22,4.6819E+12,124
1389,07-04-2018 09:36,10.38,4.02791E+15,99
1964,07-04-2018 14:02,5.55,3.00633E+13,59
1642,07-04-2018 15:15,10.8,5.13584E+15,24
2964,07-04-2018 15:21,17.64,4.2791E+18,65
396,07-04-2018 16:40,6.5,6.75911E+11,122
1750,07-04-2018 20:28,10.92,3.76028E+14,20
2243,08-04-2018 04:28,3.79,5.50071E+15,71
398,08-04-2018 05:03,7.18,4.2791E+18,50
1341,08-04-2018 06:03,1063,4.31965E+12,16
1251,08-04-2018 07:06,11.73,3.56195E+15,83
327,08-04-2018 09:08,4.34,4.2791E+18,71
1662,08-04-2018 09:46,10.53,5.17595E+15,65
1508,08-04-2018 11:31,11.26,6.75911E+11,108
2129,08-04-2018 14:37,4.58,5.29719E+15,105
1944,08-04-2018 16:34,1.49,3.53565E+15,109
1113,08-04-2018 18:03,10.15,3.72415E+14,84
1130,08-04-2018 18:14,10.06,4.31965E+12,96
220,08-04-2018 18:49,8.07,5.36178E+15,74
3460,08-04-2018 20:15,1.21,3.56107E+15,37
2873,08-04-2018 21:13,16.24,4.71177E+15,124
1312,08-04-2018 21:40,10.14,3.00633E+13,26
3184,09-04-2018 02:20,17.81,4.16531E+18,78
1427,09-04-2018 04:09,10.01,3.53565E+15,54
3190,09-04-2018 04:21,16.43,4.72378E+18,107
2675,09-04-2018 06:41,21.02,5.17595E+15,50
3020,09-04-2018 07:08,17.73,4.15072E+15,61
2320,09-04-2018 08:30,1.99,4.53999E+15,124
3423,09-04-2018 10:24,283,4.76105E+18,50
600,09-04-2018 10:33,1.91,3.00633E+13,76
2278,09-04-2018 10:45,3.65,5.36178E+15,113
329,09-04-2018 18:28,269,4.31965E+12,36
2904,09-04-2018 18:40,17.76,4.2791E+18,116
489,09-04-2018 18:59,8.31,4.7432E+18,14
2201,09-04-2018 19:04,1.77,5.36178E+15,9
3329,09-04-2018 20:12,3.41,1.80099E+14,98
940,09-04-2018 21:08,10.47,3.00633E+13,103
1092,09-04-2018 21:26,11.24,4.64401E+18,77
287,09-04-2018 23:29,5.54,5.84227E+11,11
1515,10-04-2018 02:51,10.71,3.51711E+15,91
408,10-04-2018 06:08,543,3.51695E+15,63
892,10-04-2018 09:14,10.32,5.29719E+15,14
3185,10-04-2018 12:54,15.81,5.84227E+11,115
1493,10-04-2018 13:16,10.3,4.76105E+18,134
503,10-04-2018 17:14,7.33,4.26849E+15,86
894,10-04-2018 17:25,10.13,4.02791E+15,67
2317,10-04-2018 17:32,3.86,3.00633E+13,45
2052,10-04-2018 17:43,1.5,6.50024E+15,40
1163,10-04-2018 23:03,10.24,4.31965E+12,101
1400,11-04-2018 00:35,10.48,4.96292E+18,21
764,11-04-2018 02:50,325,3.0182E+13,45
1186,11-04-2018 04:05,12.35,5.13584E+15,119
3247,11-04-2018 04:29,20.13,4.26849E+15,126
2889,11-04-2018 05:08,19.28,4.15984E+18,145
2816,11-04-2018 08:26,16.07,5.13584E+15,34
313,11-04-2018 16:45,4.28,3.00633E+13,10
3330,11-04-2018 18:29,2.12,4.15072E+15,88
1880,12-04-2018 01:35,10.34,3.53565E+15,143
949,12-04-2018 02:37,11.94,3.58135E+15,72
